0,আশা করি যাতে বাংলাদেশ আজকে হেড়ে যায়
0,খুব খারাপ লাগলো
0,বর্তমান পৃথিবীর সব থেকে বড় বর্বর জাতি মিয়ানমার
0,ভালো মানুদের এভাবে মরতে হয়না
0,মন টা খারাপ হয়ে গেলো
0,আমাৱ মতে এখন ওদেৱ উপৱ হামলা কৱা হুক
0,কি আর বলবো
0,আর এই ডান্ডিরা হচ্ছে আমাদের দেশের কিছু আবালদের আদর্শ
0,ভারতীয় সমাজে বহু কুসংস্কার আছে
0,ভাল ব্যবস্থা  কৌমার্য পরিক্ষায় অকৃতকার্য মেয়েদের জুতাপেটা করাই উচিৎ
0,ভালই তোভাল না
0,এতো দুর্বল ভাইবেননা  একটারে পাইলেই হইব  গ্যাছাং কইরা দিমু
0,মিত্থা বলাই যেন এই হারমজাদার পেশা
0,দেশ প্রেমের ইতিহাস না দিয়ে নারী প্রেমের ইতিহাস দিয়ে কি মনোরঞ্জন দিচ্ছেনভালো  খুব ওপরে যাবে
0,তাতে কি হয়েছে
0,এখানে অনেক মুসলিম সুভাষ বসুকে উপহাস করে যাচ্ছে
0,হায় রে নারী প্রেম মহান নেতাকেও তুমি ধূলোই মিশিয়ে দিলেদেশ প্রেমটাকে খেয়ে নিলে গিলে
0,ঐ আমলে ওটাও ছিলো ষরযন্ত্র
0,সুভাস চন্দ্র বিয়ে তো দূর কোনদিন নারী অংগ স্পর্শ করে নি সব নেতাজী কে হেয় করার চক্রান্ত নেতাজী থাকলে দেশ ভাগ হত না জিন্নাহ নেতাজী কে ভালবাসত
0,দুটো পরিবারের জন্যই বিষটি অনেক যন্ত্রনাদায়ক | এই যন্ত্রনা সারা জীবন তাদেরকে বহন করতে হবে |
0,হাসপাতাল ওয়ালারা এতো বড় বাটপার হয়ে গেছে যা বলার   মতোনা
0,আমাদে মদী উনার পিশী ছেলে তো তাই
0,মিত্থা বলাই যেন এই হারমজাদার পেশা
0,শয়তানের মাথায়
0,নেতারা কখনো কথা রাখে না
0,জুতা মার সালারে
0,ফেরাউন তো কথার বরখেলাপ করবেই  এটা আর নতুন কি
0,সকল এমপি মন্ত্রীদের দৃষ্টি আকর্ষণ করছি ঘুষ খাবেন কিন্তু অল্প অল্প সহনিয় মাত্রায়    সৌজন্যে শিক্ষামন্ত্রনালয়
0,ডোনাল্ড ট্রাম্প প্রতিশ্রুতি দিয়েছিলেন প্রেসিডেন্ট নির্বাচিত হলে তিনি টুইট করবেন না কিন্তু গত এক বছরে আড়াই হাজারেরও বেশি টুইট করেছেন তিনি
0,বড্ড আজব দুনিয়া সামান্য একটা ভুল কি ভয়াবহ বিপর্যয়ের মধ্যে ফেলে দিয়েছে দুটো পরিবারকে
0,আহা ৷ মিঠা পানির ইলিশ
0,এখানেও বানান ভুল
0,শিক্ষামন্ত্রনালয় হতে শুরু করে যারা পরীক্ষকেন্দ্রে প্রশ্ন নিয়ে আসে তারাও  এতে জড়িত থাকে ফেসবুক বন্ধে জার্রা পরিমান এফেক্ট পরবে না
0,ভারতের গবেষনা আর গরুর মুত্র সমান
0,মাছও ভারতকে নিরাপদ ভাবছে |
0,রোহিঙ্গা ইলিশ
0,পরকিয়া
0,প্রশ্নপএ ফাস ১০০% বন্দ্ব করা কঠিন কাজ তবে ব্যবস্হা নিতে অসুবিধা কোথায়  তার জন্য শুধু ফেসবুক বন্দ্ব করতে হবে কেন একজাম টাইম ১ ঘন্টা আগাইয়া নিয়ে আসেন ও ১ ঘন্টা ইন্টারনেট বন্দ্ব রাখেন তারপর দেখেন কি হয়
0,বন্ধ না হলে ভালো হবে
0,না কখনো না
0,গাছে কাঠালঁ গোফে তেল
0,না কখনো হবেনা
0,সবই পাগলের পাগলামি
0,আন্ডা হবে
0,আমি মনে করি শিক্ষা মত্রীর পদতেক নেওয়া উচিত
0,চোরের ব্যার্থতা
0,মাথা ব্যথায় মাথা কেটে ফেলা বোকামির কাজ সরকার বলদের চেয়ে বলদ
0,ছাএ ত সবাই পাশ করে
0,মন্ত্রী হয়ে পোলাপাইনের মতো কথাবলা নেহাত নিজেকে সঠিকভাবে হাজির করা পাগলামি
0,না না না
0,বাল হবে
0,এটা বোকামি ছারা আর কিছুই না
0,এতে হয়তো সবাই পাবে না কর্ম কর্তাদের ছেলে মেয়ে পাবে
0,এতে করে অপরাধ এবং অপরাধীরা নিরাপদে স্বস্থির ঢেকুর তুলতে সক্ষম হবে
0,এ যেনো মাথা ব্যাথার চিকিৎসায়  মাথা কেটে ফেলার মতো ব্যাবস্থাপত্র
0,ঘোড়ার ডিম হবে ফেসবুক একটি  মাএ
0,যত উন্নত হচ্ছে প্রশ্ন ততই ফাস হচ্ছে
0,ব্যর্থতার দায় নিয়ে টাকুয়া মন্ত্রীর অবসরে যাওয়া দরকার
0,আজাইরা সিদ্ধান্ত
0,শিক্ষামন্ত্রীর পদত্যাগ চাই
0,ফালতু খবর
0,মাথা ঘুরায় এত টাকা  শালা রাত্রে ঘুমায় কেমনে
0,এত টাকার হিসাব নিয়ে কি হবেসব টাকা দলিও ভাবে ভাগ হবে আর আমরা যারা বেকার তারা বেকার থেকেই যাব  এই সব খবর কেন দেয় কিছু বুঝিনা
0,পারলে এক ইন্চি লম্বা হইয়া দ্যাখা
0,আমার দেখা পিউর গাধার বাচ্চানিজের টাকা অন্নর দেশে রাখে
0,কী হবে এতো কিছু দিয়ে
0,তাতে কি এই টাকা তো আর দেশের নয় টাতে সম্যাসা কি সে বিদশের টাকা আমাদের তো কিছু আসে যাই না
0,অনিতো শেখ কামালের বিয়াই এতো টাকা থাকতেই পাড়ে
0,এই লোকের সম্যাসা নাই আমাদের প্রধান মন্তী শেখ হাসিনা বিয়ান লাগে দুদুক ডাকলে আর কি হবে
0,ওরে কেউ আমারে মাইরালা এত টাকা নিয়া কি ও কবরে যাইবো
0,তো ব্যাপার না ৷
0,টমুছা নামটা বদলানো হউক এটা তার সাথে অন্যায় করা হয়েছে
0,টাকা দিয়ে যদি মানুষের পরিচয় হয় তাহলে মনুষ্যত্বের পরিচয় কি দিয়ে করবেন ভেবে দেখুন একবার
0,টাকা কি গাছে ধরে
0,এত টাকা দিয়া ওই বেটা কি করবে
0,সরকার একটা নাটক শুরু করেছে  কিছু  দিন পর পর একটা নাটক দেকি এই দেশে মুসা একটা ভন্ড মানুষ ভাই
0,সালা  কি তার বিবিকে দিয়ে দেহ ব্যবসা করেনাকি আমার মনে হয় এমটাই
0,দুদকের দরকার আগে নিজের ঘরে বািও জ্বালানো পরে কেরোসিন জমা থাকলে অন্যের ঘরে যদি জ্বালানো যায় সেই চেষ্টা করা
0,লিগেল ইনকাম দিয়া এত টাকার মালিক হওয়া মনে হয় সম্ভব নয়
0,এত টাকা হাতি ও খেয়ে শেষ করতে পারবো না
0,টাকা কবরে যাবেনাসময় থাকতে আল্লাহর পথে ব্যয় কররে ভাই
0,ভাই রে টাকায় মানুষ খায়আর মানুষ টাকা নিয়া অহংকার করে পাপের বিচাড় একদিন হবে
0,শালা কি আলা উদ্দিনের চেরাগ পাইলো নাকি
0,টাকা অনেক  কিন্তু অর্ণের অনেকেই দেখি লাফালাফি করে লাভ কি
0,টাকা কি গাছে ধরেছে না আসমান দিয়া পরছে
0,মুসা ভাই আমাদের দেশের সম্পদ দুদক ঔনার একটা ভাল ছিড়তে পারবে না
0,শালা মরে গেলে পচে যাবি এত টাকা দিয়ে কি করবিতোর দাম মাএ সারে ৫ গজ কাপড়ে যে দাম তার=
0,দাওয়াতএ ইসলামিতে যুগ দিন দুনিয়া এবং আখিরাত দুই পাবে
0,একজন মানুষের এতো টাকা লাগেনা বেচে থাকতে আপনারাই বলেন উনি কোন কাতারে পরে
0,ভাই মুসা আপনি কি মানুষ
0,দুধোক কিচু টাকা খাইতে হবেনা
0,টাকা নিয়ে কবরে য়াবে না উনি
0,মুসা বিন শমশের বিশ্ব্য বাটপার দুর্নীতি কমিশনের হিসাব অনুজায়ী টেক্স সিরিয়াস কয়েক হাজার পিছনে শেখ পরিবারের আত্তীয় বলে এই রুপ বড় বড় কথা বলার সাহস পায় মুসার বিষয়টি সরকার বাহাদুরের ভেবে দেখা উচিত
0,তার কষ্টার্জিত টাকাআমাদের এত লোভ কেনএই লোভই বাংলাদেশের প্রধান সমস্যা
0,মুসারর কি কোনো মেয়ে নাই
0,টাকাটা দেশে আনলে দেশের কাজে লাগত যেটা করলে দেশের উপকার হবে সেটা না করে
0,হায়রে টাকা তুর কারনে আজ মানুষ এত কষ্টে আর বাংলার দুঃখিনী মায়ের আহাজারি
0,বাংলাদেশে এমন একজন ধনী রয়েছে ভাবাই যায় না
0,গরীব মানুষকে মেরে যদি টাকার পাহার গড়ে থাকে তাহলে থাকে হিসাব দিতে হবে আর যদি তার ব্যবসা দিয়ে হয় তার জন্য দোয়া করব যেন দেশের সাধারন মানুষের জন্য কিছু করে
0,ভাই যুম হয় নি
0,১৭ কোটি মানুষ কে ভাগ করে দিলেআর কেউ না খেয়ে থাকবেনা
0,তার লাখ প্রতি আমার কাছে এক টাকাও নাই
0,এত টাকা কি করবেন  মুসা বাই
0,কারো আন্গুল ফুলে কলা গাছ আর কারো পেটে ভাত নেই এমন দেসে বাস করি আমরা
0,এইবার মুসার টাকা গুলি হজমের পায়তারা আরকি
0,পৃথিবীতে কিছু মানুষ আছে যা টয়লেট করার জন্য টাকা উর্পাজন করে  আর কিছু মানুষ আছে যে  টাকায় টয়লেট করতে পারে হায়রে মানুষ
0,মি প্রানিবিদ অধীপ:- তাহলে মুসলিমরাই ঐ সব রহিংগা মুসলিম ভাইদের মেরে বৌদ্ধোদের নাম দিচ্ছে তাইতো বলতে চাচ্ছেন কিন্তু মানুষ তো অতোখানি বোকানা; জ্বলাপিঠে আবার লবনের পানি দিতে আসিয়েননা অনেক সোযযো কোরছে আর করা যাবেনা এটাশুধু বাংলাদেশের মুসলমানরাই দেখেনি সারা বিশ্ব দেখেছে আপনে কোন মুখে এতোবড়ো কথা আবার বাংলায় বোলছেন তা আমার বোধগম্য নয় একটা কথা বলিশোনেন মুসলিমরা আগে কারে গায়ে হাত উঠায়না পৃথিবীর বুকে একমাত্র ধোর্যশিল জাতি থাকলো মুসলিম জাতিই আছে কিনতু ধোর্যের পার অতিক্রম হোইলো আর ছাড় দেওয়া হবেনা হবেনা হবেনা এর উচিত জবাব মুসলিমরাই দিবে একদিন সেটা বৌদ্ধো হোক আর খ্রিষ্টান
0,গত কিছু দিন খুব অভাব এ আছি
0,আমি এত চেসটা করি কিনতু  রাখতে পারি না এত  বড়ো কিপোন
0,কে এই মুসাতোমরা কি কেউ এই ফইনিরে চেনো
0,হাসিনা  সরকার  কি বোকা
0,আমি শুনেছি মুসা পদ্মা সেতু করে দিবে         কিন্তু সরকার তাতে রাজি হয় নায়
0,মুসা ভাইয়ের টাকা নিয়েও কি রাজনীতিসবার টাকা হতে পারেএটা সাবা বিকজয় এর ব্যাংক জব্দ করা দরকার
0,এত টাকা দিয়া কি  করে
0,দূর্নীতি দমন কমিশনের এটা এক ধরনের চালাকি বৈকি এবার মোটা অংকের টাকা দিয়ে কমিশনের লোকজনের লোভটা আরেক ধাপ এগিয়ে যাবে
0,এরাই দেশের মানুষের টাকা লুটে খায় মানুষরূপী শয়তান
0,উনি কি যাকাত দেয় অধিক টাকা ইসলামের শরতু
0,মুসা লোন দিবোআমি অনেকদিন থেইকা ভাবতেছি একডা বি ম ডব্লিউ কিনমু :-/
0,মরলে আল্প টুকুন  জমি আর সাদা কাপড়  যাবে
0,অনেকেই শেষ হলো এবার মূসার পালা
0,শালার দুনিয়া মানুশে একটা সচ্ছল জীবনের খোজে আয়ু গুরাইয়া দেয় আর শাউয়ার মুসা টাকার বিছানায় ঘুমায়
